"screen","exposure","outcome","beta","se","t_value","p_value","n","df","weight","exp_label","out_label","chem_class","out_domain","type","p_fdr_global","p_bonf_global","sig_nominal","sig_fdr05","sig_fdr01","sig_bonf","direction"
"Expanded","log_URXOP2","LBXPLTSI",-1.90121182439788,2.29802831806293,-0.827323061884833,0.439710751730337,1597,6,NA,"log_URXOP2","Platelets","Other","Hematology","continuous",0.740621242071098,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXMAD","log_LBXIN",0.0614250293502319,0.0744477320338856,0.825075897842982,0.440890472948862,756,6,NA,"log_URXMAD","log_LBXIN","Phthalates","Metabolic","continuous",0.742147728556143,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Novelty","log_URXUIO","LBXSATSI",0.385250852076036,0.472239687002477,0.815795162243564,0.441488609711118,1589,7,"WTSA2YR","Urinary iodine","ALT","Urinary elements","Liver","continuous",0.742147728556143,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXMAL","log_LBXSAPSI",-0.0266094486993898,0.0323086718408965,-0.823600822417818,0.441666108544369,1589,6,NA,"log_URXMAL","Alk Phosphatase (log)","Phthalates","Liver","continuous",0.742147728556143,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URX24D","LBXPLTSI",-2.79056620963705,3.38834981926019,-0.823576772910167,0.44167876263141,1603,6,NA,"log_URX24D","Platelets","Other","Hematology","continuous",0.742147728556143,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Broad","log_LBXPFUA","PHQ9_total",-0.214457447635656,0.226253026347056,-0.94786554283121,0.443245292449015,1483,NA,"WTMEC2YR","PFUA","PHQ-9 depression","PFAS","Mental health","continuous",0.744332635247715,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXPMM","LBXSUA",-0.0589677372634897,0.0719218148446961,-0.819886669862563,0.443623489923912,1545,6,NA,"log_URXPMM","Uric acid","PAHs","Metabolic","continuous",0.744520574926325,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Broad","log_LBXBCD","log_LBXSGB",0.00336160760958335,0.00356300042491908,0.943476623261895,0.445027974508316,4832,NA,"WTMEC2YR","Blood cadmium","GGT (log)","Heavy metals","Liver","continuous",0.745590113768331,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Broad","log_URXMHNC","log_LBXHSCRP",-0.0346040926536469,0.036693939460542,-0.943046540174777,0.445203077539439,1578,NA,"WTSA2YR","Mono-hydroxyisononyl cyclohexane (MHiNCH)","CRP (log)","Phthalates","Inflammation","continuous",0.745590113768331,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Broad","log_LBXBCD","LBXWBCSI",0.0791636611440744,0.0840538475645852,0.94182079033618,0.445702531196558,4941,NA,"WTMEC2YR","Blood cadmium","WBC count","Heavy metals","Hematology","continuous",0.745590113768331,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Broad","log_URXP10","eGFR",-0.843998214546704,0.896426651537011,-0.941513968933863,0.44582764485304,1580,NA,"WTSA2YR","1-Hydroxypyrene","eGFR","PAHs","Kidney","continuous",0.745590113768331,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_LBXPFUA","LBXWBCSI",-0.139691853241916,0.173027967523773,-0.807336844101366,0.446033784475401,1595,7,NA,"PFUA","WBC","PFAS","Hematology","continuous",0.745590113768331,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXAMC","LBXWBCSI",0.215356315982071,0.264584988171644,0.813940040477138,0.446770441256803,1554,6,NA,"log_URXAMC","WBC","VOC metabolites","Hematology","continuous",0.745590113768331,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Broad","log_URXMC1","LBXSUA",-0.0437661245529192,0.0466067148536158,-0.939051908944486,0.446832968703796,1578,NA,"WTSA2YR","Mono-carboxyisononyl (MCNP)","Uric acid","Phthalates","Kidney","continuous",0.745590113768331,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXCPM","LBXGH",0.0311216248101399,0.0382444778605522,0.813754731431194,0.446868764488277,1605,6,NA,"log_URXCPM","HbA1c","Other","Metabolic","continuous",0.745590113768331,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXMEP","log_LBXHSCRP",0.0325589698627606,0.0400455705120817,0.813047971259083,0.447243907788331,1578,6,NA,"MEP (phthalate)","CRP (log)","Phthalates","Inflammation","continuous",0.745590113768331,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Broad","log_URXMHP","log_LBXHSCRP",-0.0365374152459097,0.0389931910776013,-0.937020393462944,0.44766431389179,1578,NA,"WTSA2YR","Mono-2-ethylhexyl (MEHP)","CRP (log)","Phthalates","Inflammation","continuous",0.745590113768331,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_LBXBSE","log_LBXIN",0.0973178417472917,0.12101607896243,0.804172822171045,0.447742380355138,2342,7,NA,"Blood selenium","log_LBXIN","Heavy metals","Metabolic","continuous",0.745590113768331,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Broad","log_URXP01","LBXPLTSI",0.801370600891823,0.855450296924422,0.936782188016031,0.447761901435592,1595,NA,"WTSA2YR","1-Hydroxynaphthalene","Platelet count","PAHs","Hematology","continuous",0.745590113768331,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_LBXBCD","LBXTC",-0.956137402047525,1.18932455825427,-0.803933119358919,0.447872007313542,4855,7,NA,"Blood cadmium","Total cholesterol","Heavy metals","Metabolic","continuous",0.745590113768331,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXUMO","LBXGH",0.0426450399438408,0.0525420765473939,0.811635982932159,0.447994059774963,1599,6,NA,"log_URXUMO","HbA1c","Urinary metals/elements","Metabolic","continuous",0.745590113768331,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Broad","log_LBXBCD","LBXGH",-0.0260813886648687,0.0279024377437545,-0.934735126170349,0.448601474043426,4937,NA,"WTMEC2YR","Blood cadmium","HbA1c","Heavy metals","Metabolic","continuous",0.746156883655811,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Broad","log_URXMHBP","LBXSTB",-0.00796072550442996,0.0085335590041538,-0.932872849482261,0.449366717944197,1580,NA,"WTSA2YR","Mono-3-hydroxy-n-butyl (MHBP)","Total bilirubin","Phthalates","Liver","continuous",0.74665125563677,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXATC","PHQ9_total",-0.147419287005065,0.182239255933483,-0.808932665193017,0.449432783704107,1462,6,NA,"log_URXATC","PHQ-9 depression score","VOC metabolites","Mental health","continuous",0.74665125563677,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXOXY","log_LBXSAPSI",0.0109500649334316,0.0135908324696908,0.805694938691327,0.451160284164471,1589,6,NA,"Oxychlordane (urinary)","Alk Phosphatase (log)","VOC metabolites","Liver","continuous",0.7490761012612,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXCPM","avg_DBP",0.583488796354475,0.725348483814942,0.804425471858215,0.451838909330779,1525,6,NA,"log_URXCPM","avg_DBP","Other","Cardiovascular","continuous",0.749416664468238,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXIPM3","avg_SBP",0.342397700605478,0.425704430150109,0.804308521019488,0.451901465054882,1522,6,NA,"log_URXIPM3","avg_SBP","Other","Cardiovascular","continuous",0.749416664468238,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXMIB","BMXWAIST",-0.454777972683739,0.57262447785626,-0.794199323064735,0.453157936194795,1542,7,NA,"MiBP (phthalate)","Waist circumference","Phthalates","Anthropometric","continuous",0.75068076129834,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Broad","log_URXMHP","log_LBXSATSI",-0.0197242801547133,0.0213560274829368,-0.923593124726629,0.453200688509155,1580,NA,"WTSA2YR","Mono-2-ethylhexyl (MEHP)","ALT (log)","Phthalates","Liver","continuous",0.75068076129834,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXTTC","LBXGLU",0.892688061286914,1.11489760903606,0.800690623113573,0.453839699657677,757,6,NA,"log_URXTTC","Fasting glucose","Other","Metabolic","continuous",0.751294138687309,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXCEM","log_LBXHSCRP",0.0388519877886092,0.0485728522140691,0.799870421802319,0.454279934529446,1543,6,NA,"log_URXCEM","CRP (log)","VOC metabolites","Inflammation","continuous",0.751385883188852,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Broad","log_URXP04","eGFR",-0.645819541044593,0.702270347390898,-0.919616702376752,0.454854182674504,1579,NA,"WTSA2YR","2-Hydroxyfluorene","eGFR","PAHs","Kidney","continuous",0.751385883188852,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Broad","log_URXP01","log_HOMA_IR",0.0216650171221742,0.0235636667680891,0.919424694611363,0.454934185755312,770,NA,"WTSA2YR","1-Hydroxynaphthalene","HOMA-IR (log)","PAHs","Metabolic","continuous",0.751385883188852,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXOP1","log_LBXIN",0.0241063199828928,0.0301862624382941,0.798585781600825,0.454970064463064,767,6,NA,"log_URXOP1","log_LBXIN","Other","Metabolic","continuous",0.751385883188852,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXUPB","log_LBXSASSI",0.0163710001706654,0.020536776930429,0.797155280311232,0.455739432467059,1583,6,NA,"Urinary lead","log_LBXSASSI","Urinary metals/elements","Other","continuous",0.75181955739519,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXHPM","log_LBXSGB",-0.00446845778094596,0.00560591002091207,-0.797097663765026,0.455770439837213,1545,6,NA,"HPMA (acrolein metabolite)","log_LBXSGB","VOC metabolites","Other","continuous",0.75181955739519,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Broad","log_URXMHBP","log_LBXSTR",-0.0216821810151373,0.0236583949693064,-0.916468807088017,0.456167683444177,1578,NA,"WTSA2YR","Mono-3-hydroxy-n-butyl (MHBP)","Triglycerides (log)","Phthalates","Metabolic","continuous",0.752019877840355,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXBCEP","avg_SBP",-0.338357618183765,0.425272720489526,-0.795625023383316,0.456563477358183,1519,6,NA,"log_URXBCEP","avg_SBP","Other","Cardiovascular","continuous",0.752019877840355,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Broad","log_URXMIB","eGFR",-0.351697144305494,0.384284992817164,-0.915198748010505,0.456698767014636,1580,NA,"WTSA2YR","Mono-isobutyl phthalate (MiBP)","eGFR","Phthalates","Kidney","continuous",0.752019877840355,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXMHNC","log_LBXSAPSI",0.00875465876315826,0.0110357890698094,0.793297036376705,0.457819132493655,1580,6,NA,"MHNCH (phthalate)","Alk Phosphatase (log)","Phthalates","Liver","continuous",0.753017117826848,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXOP4","log_LBXIN",-0.018173227390552,0.0229180633699737,-0.79296522996624,0.457998299756866,766,6,NA,"log_URXOP4","log_LBXIN","Other","Metabolic","continuous",0.753017117826848,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Broad","log_URXECP","LBXHGB",-0.0388604177908421,0.042641950160252,-0.911318962777299,0.458325171092852,1617,NA,"WTSA2YR","Mono-2-ethyl-5-carboxypentyl (MECPP)","Hemoglobin","Phthalates","Hematology","continuous",0.753017117826848,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_LBXMPAH","BMXBMI",-0.443592308975237,0.569412862848413,-0.779034577399999,0.45838166471434,1597,8,NA,"Methylparaben (blood)","BMI","PFAS","Anthropometric","continuous",0.753017117826848,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Broad","log_URXMZP","log_HOMA_IR",0.0219222458305856,0.0241116386081697,0.909197677803521,0.459216993965983,765,NA,"WTSA2YR","Mono-benzyl phthalate (MBzP)","HOMA-IR (log)","Phthalates","Metabolic","continuous",0.753559029923284,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXP01","avg_SBP",0.392493579945567,0.496419700489984,0.7906486780403,0.459250567592731,1531,6,NA,"1-Hydroxynaphthalene (PAH)","avg_SBP","PAHs","Cardiovascular","continuous",0.753559029923284,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"PFAS-Thyroid","log_PFNA","log_TSH",0.0292836037038072,0.035915985198488,0.815336222631029,0.460643005165545,1385,NA,"WTSSBJ2Y","PFNA","log TSH","PFAS","Thyroid","continuous",0.755400494101386,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXOP1","LBXWBCSI",-0.111185481660021,0.141176240976504,-0.787565109333978,0.46092122808478,1597,6,NA,"log_URXOP1","WBC","Other","Hematology","continuous",0.755413689170601,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXUSN","PHQ9_total",0.100086603186397,0.127473136943984,0.785158391688272,0.4622281591823,1493,6,NA,"log_URXUSN","PHQ-9 depression score","Urinary metals/elements","Mental health","continuous",0.756770527734996,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXHEM","LBXSTB",-0.0121477905386478,0.0154740284757429,-0.785043827319476,0.462290436828102,1545,6,NA,"log_URXHEM","Total bilirubin","Other","Liver","continuous",0.756770527734996,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXOP6","LBXRBCSI",-0.0895516005765602,0.114324623357397,-0.783309823786671,0.463233771615309,1598,6,NA,"log_URXOP6","RBC count","Other","Hematology","continuous",0.757871050577182,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Broad","log_LBXBMN","LBXTC",2.59132388902382,2.88432766219106,0.898415226186662,0.463778405079724,4855,NA,"WTMEC2YR","Blood manganese","Total cholesterol","Heavy metals","Metabolic","continuous",0.758318374621584,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Novelty","log_LBXBGM","LBXGLU",0.51217499671025,0.662167508614378,0.773482525263138,0.464551249457888,2362,7,"WTMEC2YR","Methylmercury (blood)","Fasting glucose","Heavy metals","Metabolic","continuous",0.758638804400158,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Broad","log_URXMC1","LBXWBCSI",-0.0618692625069537,0.0690222912917226,-0.896366396262672,0.46465050166817,1617,NA,"WTSA2YR","Mono-carboxyisononyl (MCNP)","WBC count","Phthalates","Hematology","continuous",0.758638804400158,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Broad","log_URXMZP","LBXHGB",-0.025459171116965,0.0284128938039427,-0.896042877316218,0.464788366215118,1617,NA,"WTSA2YR","Mono-benzyl phthalate (MBzP)","Hemoglobin","Phthalates","Hematology","continuous",0.758638804400158,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXMAL","LBXGH",0.0697369938820537,0.0895531600427576,0.778721754193347,0.465736323788787,1605,6,NA,"log_URXMAL","HbA1c","Phthalates","Metabolic","continuous",0.75921963862663,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Broad","log_LBXPFUA","log_LBXSTR",-0.0253936501839295,0.028438511861587,-0.892931750702105,0.466116328350799,1589,NA,"WTMEC2YR","PFUA","Triglycerides (log)","PFAS","Metabolic","continuous",0.75921963862663,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXPMM","PHQ9_total",0.136721367564939,0.175865039807975,0.777422094318594,0.466446945938515,1462,6,NA,"log_URXPMM","PHQ-9 depression score","PAHs","Mental health","continuous",0.75921963862663,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXOP4","log_LBXSGB",-0.00262220562237442,0.00337462797632223,-0.777035466064077,0.466658491744037,1572,6,NA,"log_URXOP4","log_LBXSGB","Other","Other","continuous",0.75921963862663,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXTBBA","log_LBXSAPSI",-0.0205782661637269,0.0264983084127247,-0.776587918111975,0.466903454239655,1583,6,NA,"log_URXTBBA","Alk Phosphatase (log)","Other","Liver","continuous",0.75921963862663,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"PFAS-Thyroid","log_PFUA","LBXT3F",0.0114756560048202,0.014290983222136,0.802999753512061,0.46697674922403,1384,NA,"WTSSBJ2Y","PFUA","Free T3","PFAS","Thyroid","continuous",0.75921963862663,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXDPHP","LBXGLU",-1.54658565602963,1.99590893617633,-0.774877865416298,0.46784027195545,777,6,NA,"log_URXDPHP","Fasting glucose","Other","Metabolic","continuous",0.75921963862663,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXUTL","avg_SBP",1.24109001298761,1.60169326964791,0.774861227493596,0.467849393176417,1561,6,NA,"Urinary thallium","avg_SBP","Urinary metals/elements","Cardiovascular","continuous",0.75921963862663,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Novelty","log_SSGLYP","LBXHGB",-0.0428214875149486,0.0558312005952512,-0.766981312570785,0.468166638148466,1387,7,"WTSSBJ2Y","Glyphosate (surplus serum)","Hemoglobin","Surplus serum","Hematology","continuous",0.75921963862663,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Broad","log_URXMCOH","log_LBXHSCRP",-0.0404078421080254,0.0455005733993498,-0.888073250272552,0.46819807208178,1578,NA,"WTSA2YR","Mono-carboxyisoctyl (MCOP)","CRP (log)","Phthalates","Inflammation","continuous",0.75921963862663,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXMIB","LBXPLTSI",1.90560777655983,2.46149150070334,0.774167928678741,0.468229583442089,1595,6,NA,"MiBP (phthalate)","Platelets","Phthalates","Hematology","continuous",0.75921963862663,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXMNP","LBXSBU",0.238435274966577,0.30832077568793,0.773335090490017,0.46868658037798,1578,6,NA,"MnBP (phthalate)","BUN","Phthalates","Kidney","continuous",0.75921963862663,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Broad","log_URXMOH","log_LBXSAPSI",0.00669347400520976,0.00755355692236109,0.88613537622187,0.469031102495456,1580,NA,"WTSA2YR","Mono-2-ethyl-5-oxohexyl (MEOHP)","Alk Phos (log)","Phthalates","Liver","continuous",0.75921963862663,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_LBXPFNA","LBXGH",-0.0239110496963824,0.031267373853594,-0.764728429331585,0.469423936487565,1596,7,NA,"PFNA","HbA1c","PFAS","Metabolic","continuous",0.75921963862663,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Novelty","log_SSGLYP","eGFR",-0.565719833790445,0.739895611100313,-0.764594120174807,0.469498964537831,1373,7,"WTSSBJ2Y","Glyphosate (surplus serum)","eGFR (kidney)","Surplus serum","Kidney","continuous",0.75921963862663,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXUMO","log_LBXSTR",0.0214723365528876,0.0278193839885685,0.771848023727305,0.469503343942898,1589,6,NA,"log_URXUMO","log_LBXSTR","Urinary metals/elements","Other","continuous",0.75921963862663,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXUSN","log_LBXSASSI",0.0112689467193777,0.0146088052174079,0.771380448412686,0.469760362955676,1583,6,NA,"log_URXUSN","log_LBXSASSI","Urinary metals/elements","Other","continuous",0.75921963862663,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URX34M","LBXTC",1.28981157930385,1.67386215092022,0.770560215245179,0.470211470341684,1548,6,NA,"log_URX34M","Total cholesterol","Other","Metabolic","continuous",0.759509688662824,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_LBXPFUA","avg_DBP",0.423041566017441,0.556490681807767,0.760195237489307,0.471960767329075,1514,7,NA,"PFUA","avg_DBP","PFAS","Cardiovascular","continuous",0.761895095526613,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Novelty","log_SSGLYP","LBXSASSI",-0.316233502414371,0.416386334874462,-0.759471375326747,0.472366706060794,1369,7,"WTSSBJ2Y","Glyphosate (surplus serum)","AST","Surplus serum","Liver","continuous",0.762110392467386,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Broad","log_URXMZP","log_LBXSAPSI",-0.00629324478521325,0.00719100596881083,-0.875154993961708,0.473780386140878,1580,NA,"WTSA2YR","Mono-benzyl phthalate (MBzP)","Alk Phos (log)","Phthalates","Liver","continuous",0.763541409354838,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXMHBP","log_LBXSAPSI",-0.0102454840446817,0.0134093523803133,-0.764055097822879,0.473799837350016,1580,6,NA,"MHBP (phthalate)","Alk Phosphatase (log)","Phthalates","Liver","continuous",0.763541409354838,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXUSB","PHQ9_total",0.133716948798268,0.175265735285521,0.76293833806382,0.474417779874567,1493,6,NA,"log_URXUSB","PHQ-9 depression score","Urinary metals/elements","Mental health","continuous",0.763673883280223,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URX34M","LBXSTB",-0.00909189642258992,0.011923587192398,-0.762513518447413,0.474652994625069,1545,6,NA,"log_URX34M","Total bilirubin","Other","Liver","continuous",0.763673883280223,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXUMO","log_LBXSASSI",0.0216187873875424,0.0283635402339552,0.76220342063159,0.474824741216837,1583,6,NA,"log_URXUMO","log_LBXSASSI","Urinary metals/elements","Other","continuous",0.763673883280223,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Broad","log_URXMHBP","BMXWAIST",-0.410636361996213,0.504158712174254,-0.814498196858064,0.475005659018105,1618,NA,"WTSA2YR","Mono-3-hydroxy-n-butyl (MHBP)","Waist circumference","Phthalates","Anthropometric","continuous",0.763673883280223,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"PFAS-Thyroid","log_PFOS","LBXT3F",0.00949070764899194,0.0120580395700897,0.787085462261538,0.475247695603572,1384,NA,"WTSSBJ2Y","PFOS","Free T3","PFAS","Thyroid","continuous",0.763673883280223,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Broad","log_URXMHH","log_LBXSATSI",-0.0154492338520061,0.0178146428915913,-0.867221080210275,0.477242950065891,1580,NA,"WTSA2YR","Mono-2-ethyl-5-hydroxyhexyl (MEHHP)","ALT (log)","Phthalates","Liver","continuous",0.765479003118999,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Broad","log_LBXMPAH","log_LBXSASSI",-0.0207723991855381,0.0239636907008147,-0.866828046016797,0.477415157234718,1586,NA,"WTMEC2YR","Me-PFOSA-AcOH","AST (log)","PFAS","Liver","continuous",0.765479003118999,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXP01","log_LBXIN",0.0227629134076557,0.0300521905616886,0.757446062406994,0.477464998405034,769,6,NA,"1-Hydroxynaphthalene (PAH)","log_LBXIN","PAHs","Metabolic","continuous",0.765479003118999,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Broad","log_URXMEP","avg_DBP",0.305412243556234,0.352512933373891,0.866385924150759,0.477608948541097,1597,NA,"WTSA2YR","Mono-ethyl phthalate (MEP)","Diastolic BP","Phthalates","Cardiovascular","continuous",0.765479003118999,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"PFAS-Thyroid","log_PFHxS","TgAb_positive",-0.145007093633691,0.18535231861677,-0.78233223471838,0.477739935780634,1375,NA,"WTSSBJ2Y","PFHxS","Tg Ab positive","PFAS","Thyroid","binary",0.765479003118999,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXUBA","BMXWAIST",0.548358327902081,0.733724916841105,0.747362281579479,0.479192340627068,1551,7,NA,"log_URXUBA","Waist circumference","Urinary metals/elements","Anthropometric","continuous",0.767366428633037,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Broad","log_URXMCOH","eGFR",0.504105902748064,0.585058597429611,0.861633185056671,0.479697291188297,1580,NA,"WTSA2YR","Mono-carboxyisoctyl (MCOP)","eGFR","Phthalates","Kidney","continuous",0.767470882648684,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXP10","LBXGLU",3.64824772114609,4.8433929040353,0.753242157601241,0.479806546090808,775,6,NA,"1-Hydroxypyrene (PAH)","Fasting glucose","PAHs","Metabolic","continuous",0.767470882648684,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXBPM","avg_DBP",-0.279321164230596,0.371537944236119,-0.751797140948497,0.480613239716596,1522,6,NA,"log_URXBPM","avg_DBP","VOC metabolites","Cardiovascular","continuous",0.768321679958606,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXUMN","LBXTC",1.96535414355094,2.62139913859463,0.749734794146838,0.4817661827718,1593,6,NA,"log_URXUMN","Total cholesterol","Urinary metals/elements","Metabolic","continuous",0.769724712588544,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXDPHP","log_HOMA_IR",-0.028111610872484,0.0375245090387819,-0.749153329186278,0.482091591394488,768,6,NA,"log_URXDPHP","log_HOMA_IR","Other","Metabolic","continuous",0.76980473417418,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Broad","log_URXMOH","LBXHGB",-0.0374989313713784,0.0438736425744881,-0.854702941697015,0.482759233169662,1617,NA,"WTSA2YR","Mono-2-ethyl-5-oxohexyl (MEOHP)","Hemoglobin","Phthalates","Hematology","continuous",0.770430831017337,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXMEP","log_LBXSATSI",-0.00943648105508928,0.0126385189608972,-0.746644530445789,0.48349733899013,1580,6,NA,"MEP (phthalate)","log_LBXSATSI","Phthalates","Other","continuous",0.770497600916368,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_LBXPFDE","avg_SBP",-0.60121179343014,0.812816313430181,-0.739665018401211,0.483565289988145,1514,7,NA,"PFDeA","avg_SBP","PFAS","Cardiovascular","continuous",0.770497600916368,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_LBXBMN","LBXGH",-0.0273297432520315,0.0369942646742848,-0.738756223232321,0.484083340987531,4874,7,NA,"Blood manganese","HbA1c","Heavy metals","Metabolic","continuous",0.770497600916368,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Broad","log_URXMZP","LBXGH",-0.0147398353378193,0.0173073695656289,-0.851650811634104,0.484114072671551,1616,NA,"WTSA2YR","Mono-benzyl phthalate (MBzP)","HbA1c","Phthalates","Metabolic","continuous",0.770497600916368,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXPAR","log_LBXSASSI",0.013262029381627,0.0177911149235174,0.745429920420358,0.484178928758962,1584,6,NA,"log_URXPAR","log_LBXSASSI","PAHs","Other","continuous",0.770497600916368,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"Expanded","log_URXCYM","log_LBXSASSI",-0.00823854985323222,0.0110662978564591,-0.744472086337674,0.484716891255937,1539,6,NA,"log_URXCYM","log_LBXSASSI","Other","Other","continuous",0.77084887341522,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"Expanded","log_URXP01","log_LBXSGB",-0.00161720620234735,0.00217427885525706,-0.743789693045674,0.485100403894051,1555,6,NA,"1-Hydroxynaphthalene (PAH)","log_LBXSGB","PAHs","Other","continuous",0.77084887341522,1,FALSE,FALSE,FALSE,FALSE,"Negative"
