"exposure","outcome","beta","se","t_value","p_value","n","exp_label","chem_class","is_urinary","out_label","out_domain","type","p_fdr","p_bonf","sig_nom","sig_fdr05","sig_fdr01","sig_bonf05","direction"
"log_URXP10","log_HOMA_IR",-0.0489406268921496,0.0269728279894257,-1.81444181200934,0.211276177556767,774,"1-Hydroxypyrene","PAHs",TRUE,"HOMA-IR (log)","Metabolic","continuous",0.658527701181919,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXMZP","avg_SBP",-0.591788422128475,0.326217957045979,-1.81408904490523,0.21133413945614,1597,"Mono-benzyl phthalate (MBzP)","Phthalates",TRUE,"Systolic BP","Cardiovascular","continuous",0.658527701181919,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXP03","log_LBXSASSI",-0.0255015586316345,0.0140627608982628,-1.8134105255807,0.211445683685247,1562,"3-Hydroxyfluorene","PAHs",TRUE,"AST (log)","Liver","continuous",0.658527701181919,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_LBXPFHS","log_LBXSATSI",0.0375660009932938,0.0208267577537069,1.80373735737179,0.213044389998526,1591,"PFHxS","PFAS",FALSE,"ALT (log)","Liver","continuous",0.658527701181919,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXP04","avg_DBP",-0.80912382519384,0.450228275606721,-1.7971412926109,0.214143705374188,1625,"2-Hydroxyfluorene","PAHs",TRUE,"Diastolic BP","Cardiovascular","continuous",0.658527701181919,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_LBXBCD","LBXGLU",-2.36448831925358,1.31887919292412,-1.79280129062558,0.214871107840424,2391,"Blood cadmium","Heavy metals",FALSE,"Fasting glucose","Metabolic","continuous",0.658527701181919,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_LBXPFHS","LBXGH",-0.0622992687861317,0.0348214450621379,-1.78910635888202,0.215492965290935,1596,"PFHxS","PFAS",FALSE,"HbA1c","Metabolic","continuous",0.658527701181919,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_LBXPFNA","log_LBXSASSI",0.0300556131192473,0.0168531228059568,1.78338539778658,0.216460494369982,1586,"PFNA","PFAS",FALSE,"AST (log)","Liver","continuous",0.658527701181919,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXMNP","log_LBXSTR",0.042430611674646,0.0239186539965195,1.77395482541869,0.21806792629657,1578,"Mono-n-butyl phthalate (MnBP)","Phthalates",TRUE,"Triglycerides (log)","Metabolic","continuous",0.660317832898024,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXMHBP","LBXSUA",-0.074762372768102,0.042463932203258,-1.76060880114079,0.220369701977507,1578,"Mono-3-hydroxy-n-butyl (MHBP)","Phthalates",TRUE,"Uric acid","Kidney","continuous",0.663635780677561,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXMHP","log_LBXSASSI",-0.027983617847806,0.0159380779101482,-1.75577117928305,0.22121192689252,1575,"Mono-2-ethylhexyl (MEHP)","Phthalates",TRUE,"AST (log)","Liver","continuous",0.663635780677561,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXMOH","LBXGH",0.0369535662980633,0.0213137125446417,1.73379303209912,0.225091954111167,1616,"Mono-2-ethyl-5-oxohexyl (MEOHP)","Phthalates",TRUE,"HbA1c","Metabolic","continuous",0.670830583328532,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXP01","LBXSUA",0.0393202628653412,0.0228640836862244,1.71973928214021,0.227619839371243,1556,"1-Hydroxynaphthalene","PAHs",TRUE,"Uric acid","Kidney","continuous",0.670830583328532,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_LBXMPAH","log_LBXSAPSI",0.0276670658799383,0.0160910858889154,1.71940328147756,0.227680730154205,1591,"Me-PFOSA-AcOH","PFAS",FALSE,"Alk Phos (log)","Liver","continuous",0.670830583328532,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXMHH","LBXGH",0.0354218216852361,0.0208698755950632,1.69727038016533,0.231739003148698,1616,"Mono-2-ethyl-5-hydroxyhexyl (MEHHP)","Phthalates",TRUE,"HbA1c","Metabolic","continuous",0.670830583328532,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_LBXBCD","LBXHGB",0.0653441391526663,0.0385294835925836,1.69595159498178,0.231983783254669,4941,"Blood cadmium","Heavy metals",FALSE,"Hemoglobin","Hematology","continuous",0.670830583328532,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXMHBP","LBXRBCSI",-0.0241546005514214,0.0142819437652698,-1.69126842595189,0.232855754805396,1617,"Mono-3-hydroxy-n-butyl (MHBP)","Phthalates",TRUE,"RBC count","Hematology","continuous",0.670830583328532,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXMHP","LBXTC",-3.2522244622688,1.92306158499465,-1.69117020881984,0.232874087781803,1591,"Mono-2-ethylhexyl (MEHP)","Phthalates",TRUE,"Total cholesterol","Metabolic","continuous",0.670830583328532,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXP01","log_LBXSASSI",-0.0140354185123105,0.00832352723906556,-1.68623446637344,0.233797807071275,1551,"1-Hydroxynaphthalene","PAHs",TRUE,"AST (log)","Liver","continuous",0.670830583328532,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXECP","LBXGH",0.0399942892186163,0.0237347149977942,1.68505453814521,0.234019335526839,1616,"Mono-2-ethyl-5-carboxypentyl (MECPP)","Phthalates",TRUE,"HbA1c","Metabolic","continuous",0.670830583328532,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXP01","LBXTC",-1.40886887741044,0.841442025769298,-1.67435050100138,0.23604151765346,1560,"1-Hydroxynaphthalene","PAHs",TRUE,"Total cholesterol","Metabolic","continuous",0.670830583328532,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXECP","log_LBXSATSI",-0.029615282985082,0.0177371329316057,-1.66967700469283,0.236931546068098,1580,"Mono-2-ethyl-5-carboxypentyl (MECPP)","Phthalates",TRUE,"ALT (log)","Liver","continuous",0.670830583328532,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_LBXPFUA","LBXSBU",0.597648461962076,0.358124275752555,1.66882979576347,0.237093356348287,1589,"PFUA","PFAS",FALSE,"Blood urea nitrogen","Kidney","continuous",0.670830583328532,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_LBXBPB","LBXSTB",0.0173563844223641,0.0104397724415849,1.66252516704562,0.238302007733787,4834,"Blood lead","Heavy metals",FALSE,"Total bilirubin","Liver","continuous",0.670830583328532,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_LBXBSE","log_LBXSAPSI",-0.0778419083935986,0.0469163955803629,-1.65916216347574,0.238949994175075,4833,"Blood selenium","Heavy metals",FALSE,"Alk Phos (log)","Liver","continuous",0.670830583328532,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXMOH","LBXGLU",2.55834142124859,1.5592007845404,1.64080306180881,0.242527980541164,783,"Mono-2-ethyl-5-oxohexyl (MEOHP)","Phthalates",TRUE,"Fasting glucose","Metabolic","continuous",0.670830583328532,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_LBXPFHS","log_LBXSAPSI",-0.0167928901721829,0.0102495749158453,-1.63839869556171,0.243001686553718,1591,"PFHxS","PFAS",FALSE,"Alk Phos (log)","Liver","continuous",0.670830583328532,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_LBXPFDE","LBXSTB",0.0208252780244184,0.012714374032641,1.63793183769445,0.243093805086292,1591,"PFDeA","PFAS",FALSE,"Total bilirubin","Liver","continuous",0.670830583328532,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXP03","log_LBXSGB",-0.00653958869604825,0.00399351915646156,-1.63755035091471,0.243169112047225,1568,"3-Hydroxyfluorene","PAHs",TRUE,"GGT (log)","Liver","continuous",0.670830583328532,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXMEP","LBXGLU",1.40517727359785,0.858390414275139,1.63699087295195,0.243279609694761,783,"Mono-ethyl phthalate (MEP)","Phthalates",TRUE,"Fasting glucose","Metabolic","continuous",0.670830583328532,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXMHH","avg_DBP",-0.570360350079684,0.351665977527155,-1.62188095103866,0.246288518510497,1597,"Mono-2-ethyl-5-hydroxyhexyl (MEHHP)","Phthalates",TRUE,"Diastolic BP","Cardiovascular","continuous",0.67320309639154,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_LBXPFNA","LBXPLTSI",-4.45882141976444,2.7610031723516,-1.61492803210609,0.24768921289146,1595,"PFNA","PFAS",FALSE,"Platelet count","Hematology","continuous",0.67320309639154,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXMEP","LBXGH",0.0471657352940101,0.0292116662660341,1.61461981882396,0.247751541016563,1616,"Mono-ethyl phthalate (MEP)","Phthalates",TRUE,"HbA1c","Metabolic","continuous",0.67320309639154,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_LBXPFDE","log_LBXSGB",-0.00821357120895365,0.00513185832444733,-1.60050622789518,0.250627403461827,1589,"PFDeA","PFAS",FALSE,"GGT (log)","Liver","continuous",0.67320309639154,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXP06","LBXSTB",0.0141491511874182,0.00885317116030246,1.59820147280817,0.251101103068502,1581,"1-Hydroxyphenanthrene","PAHs",TRUE,"Total bilirubin","Liver","continuous",0.67320309639154,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXMZP","eGFR",-0.810060188558222,0.508116608129523,-1.59424072269594,0.25191785147223,1580,"Mono-benzyl phthalate (MBzP)","Phthalates",TRUE,"eGFR","Kidney","continuous",0.67320309639154,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_LBXPFHS","log_LBXIN",-0.0781511533516483,0.0491888649619977,-1.5887976559741,0.253045841584825,776,"PFHxS","PFAS",FALSE,"Insulin (log)","Metabolic","continuous",0.67320309639154,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_LBXPFNA","avg_DBP",0.719562753041167,0.457638379881731,1.5723391758076,0.256496229273366,1514,"PFNA","PFAS",FALSE,"Diastolic BP","Cardiovascular","continuous",0.67320309639154,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXP03","log_LBXSATSI",-0.0321311391729292,0.0204910927681188,-1.5680539606419,0.257404458269403,1567,"3-Hydroxyfluorene","PAHs",TRUE,"ALT (log)","Liver","continuous",0.67320309639154,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXMHP","LBXGLU",4.32652708166344,2.76040649892336,1.56735143296863,0.257553747470027,783,"Mono-2-ethylhexyl (MEHP)","Phthalates",TRUE,"Fasting glucose","Metabolic","continuous",0.67320309639154,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_LBXBCD","log_LBXSAPSI",0.0170806632070666,0.0109144885040655,1.56495315384723,0.258064223357781,4833,"Blood cadmium","Heavy metals",FALSE,"Alk Phos (log)","Liver","continuous",0.67320309639154,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_LBXPFDE","eGFR",1.52636421619265,0.975390025483753,1.56487576898855,0.258080716318989,1591,"PFDeA","PFAS",FALSE,"eGFR","Kidney","continuous",0.67320309639154,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXP10","LBXSUA",0.0817981642952978,0.052295347568283,1.56415757995474,0.258233847533559,1580,"1-Hydroxypyrene","PAHs",TRUE,"Uric acid","Kidney","continuous",0.67320309639154,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXMC1","LBXGLU",2.28483442781072,1.4627180548947,1.56204705354184,0.258684523150453,783,"Mono-carboxyisononyl (MCNP)","Phthalates",TRUE,"Fasting glucose","Metabolic","continuous",0.67320309639154,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXP01","LBXGLU",-0.883465096560466,0.569308227484847,-1.55182211306437,0.260882199166139,783,"1-Hydroxynaphthalene","PAHs",TRUE,"Fasting glucose","Metabolic","continuous",0.676206660238631,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXMNP","log_LBXSGB",-0.0100250656245357,0.00655396185642412,-1.52961915924324,0.265736870863164,1578,"Mono-n-butyl phthalate (MnBP)","Phthalates",TRUE,"GGT (log)","Liver","continuous",0.680686174826016,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXMCOH","BMXWAIST",0.912209826752658,0.66862689462495,1.36430322214954,0.265802733920382,1618,"Mono-carboxyisoctyl (MCOP)","Phthalates",TRUE,"Waist circumference","Anthropometric","continuous",0.680686174826016,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_LBXPFUA","LBXTC",4.29375411217776,2.82898461532263,1.51777216776701,0.268374215509802,1595,"PFUA","PFAS",FALSE,"Total cholesterol","Metabolic","continuous",0.680686174826016,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXMEP","log_HOMA_IR",0.0328128599835627,0.0216222081148423,1.51755361012545,0.268423181378021,765,"Mono-ethyl phthalate (MEP)","Phthalates",TRUE,"HOMA-IR (log)","Metabolic","continuous",0.680686174826016,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_LBXPFHS","LBXSTB",0.0153730488010589,0.0101659305171062,1.51221265728609,0.2696232999856,1591,"PFHxS","PFAS",FALSE,"Total bilirubin","Liver","continuous",0.680686174826016,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXECP","log_LBXSASSI",-0.0215739348806889,0.014333251773551,-1.50516681221627,0.271216922807075,1575,"Mono-2-ethyl-5-carboxypentyl (MECPP)","Phthalates",TRUE,"AST (log)","Liver","continuous",0.680686174826016,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_LBXPFNA","log_LBXHSCRP",-0.0757236896148957,0.0503977491975947,-1.50252125978891,0.271818367378429,1594,"PFNA","PFAS",FALSE,"CRP (log)","Inflammation","continuous",0.680686174826016,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXMHNC","LBXGH",0.0360083007508784,0.024014402161697,1.49944606192661,0.272519608772815,1616,"Mono-hydroxyisononyl cyclohexane (MHiNCH)","Phthalates",TRUE,"HbA1c","Metabolic","continuous",0.680686174826016,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXP01","log_LBXSATSI",-0.0193949484091647,0.012947872595244,-1.49792549057742,0.272867191192445,1555,"1-Hydroxynaphthalene","PAHs",TRUE,"ALT (log)","Liver","continuous",0.680686174826016,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXMC1","PHQ9_total",0.18251654534985,0.122211418680833,1.49344919910069,0.273893666913238,1564,"Mono-carboxyisononyl (MCNP)","Phthalates",TRUE,"PHQ-9 depression","Mental health","continuous",0.680686174826016,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXECP","LBXGLU",2.51765809771178,1.69677747614077,1.48378802354099,0.276125765043606,783,"Mono-2-ethyl-5-carboxypentyl (MECPP)","Phthalates",TRUE,"Fasting glucose","Metabolic","continuous",0.680686174826016,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXMEP","BMXWAIST",-0.544656040364662,0.411282613878532,-1.32428656594154,0.277260278535851,1618,"Mono-ethyl phthalate (MEP)","Phthalates",TRUE,"Waist circumference","Anthropometric","continuous",0.680686174826016,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_LBXPFHS","log_HOMA_IR",-0.0918500587033976,0.0621987762467197,-1.47671810035397,0.277773722762669,776,"PFHxS","PFAS",FALSE,"HOMA-IR (log)","Metabolic","continuous",0.680686174826016,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_LBXTHG","LBXRBCSI",0.0126405891417434,0.00855994551473616,1.47671373842068,0.277774743319235,4941,"Blood mercury (total)","Heavy metals",FALSE,"RBC count","Hematology","continuous",0.680686174826016,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_LBXBSE","log_HOMA_IR",0.199866556413959,0.135577602617465,1.47418565128258,0.27836703137175,2342,"Blood selenium","Heavy metals",FALSE,"HOMA-IR (log)","Metabolic","continuous",0.680686174826016,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_LBXBMN","avg_SBP",1.40167626719881,0.954292448874784,1.46881206998079,0.279631254119907,4729,"Blood manganese","Heavy metals",FALSE,"Systolic BP","Cardiovascular","continuous",0.681206964923684,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXP03","avg_DBP",-0.555872301644727,0.386739739084266,-1.43732915309127,0.287184587053063,1615,"3-Hydroxyfluorene","PAHs",TRUE,"Diastolic BP","Cardiovascular","continuous",0.691868453195476,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXMCOH","BMXBMI",0.396233112777175,0.308326163569933,1.28511024880087,0.288983152409168,1681,"Mono-carboxyisoctyl (MCOP)","Phthalates",TRUE,"BMI","Anthropometric","continuous",0.691868453195476,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXMHBP","eGFR",-0.855248582390561,0.598240710431778,-1.42960612254771,0.289076321106602,1580,"Mono-3-hydroxy-n-butyl (MHBP)","Phthalates",TRUE,"eGFR","Kidney","continuous",0.691868453195476,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXMHNC","LBXTC",-2.31888465804372,1.62492057110413,-1.42707569790199,0.289699519106356,1591,"Mono-hydroxyisononyl cyclohexane (MHiNCH)","Phthalates",TRUE,"Total cholesterol","Metabolic","continuous",0.691868453195476,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_LBXBCD","log_LBXSTR",-0.0264949697234453,0.0185809227285158,-1.42592324991395,0.289983901085505,4832,"Blood cadmium","Heavy metals",FALSE,"Triglycerides (log)","Metabolic","continuous",0.691868453195476,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_LBXTHG","avg_SBP",-0.503169745966188,0.353304065212103,-1.42418329000578,0.290413918625262,4729,"Blood mercury (total)","Heavy metals",FALSE,"Systolic BP","Cardiovascular","continuous",0.691868453195476,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_LBXPFHS","LBXPLTSI",-4.91701833158237,3.52071758998341,-1.39659549677358,0.297339145326344,1595,"PFHxS","PFAS",FALSE,"Platelet count","Hematology","continuous",0.700477856905304,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXMCOH","LBXTC",-2.44275996488753,1.76137583143701,-1.38684766833358,0.299834946798402,1591,"Mono-carboxyisoctyl (MCOP)","Phthalates",TRUE,"Total cholesterol","Metabolic","continuous",0.700477856905304,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_LBXTHG","LBXPLTSI",-1.96839756329713,1.42143412724858,-1.38479689319637,0.300363313417835,4941,"Blood mercury (total)","Heavy metals",FALSE,"Platelet count","Hematology","continuous",0.700477856905304,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_LBXTHG","log_LBXSTR",-0.0101477057335691,0.00736600566646082,-1.37764022905576,0.302216200898389,4832,"Blood mercury (total)","Heavy metals",FALSE,"Triglycerides (log)","Metabolic","continuous",0.700477856905304,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXP10","LBXTC",-3.45376499596114,2.51970120661776,-1.37070418781804,0.304025434815899,1584,"1-Hydroxypyrene","PAHs",TRUE,"Total cholesterol","Metabolic","continuous",0.700477856905304,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXMEP","avg_SBP",-0.559515123496944,0.408405009154444,-1.37000063896218,0.304209696532994,1597,"Mono-ethyl phthalate (MEP)","Phthalates",TRUE,"Systolic BP","Cardiovascular","continuous",0.700477856905304,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXP10","log_LBXSGB",-0.00819781006275706,0.00599252666144339,-1.3680056052988,0.304732950305573,1580,"1-Hydroxypyrene","PAHs",TRUE,"GGT (log)","Liver","continuous",0.700477856905304,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_LBXPFDE","log_LBXSTR",-0.0417792365522411,0.0306065408480202,-1.36504274559154,0.305512088663304,1589,"PFDeA","PFAS",FALSE,"Triglycerides (log)","Metabolic","continuous",0.700477856905304,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXMZP","LBXSUA",-0.0354558462535499,0.0260452278439077,-1.36131833693455,0.306494967902081,1578,"Mono-benzyl phthalate (MBzP)","Phthalates",TRUE,"Uric acid","Kidney","continuous",0.700477856905304,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXECP","avg_DBP",-0.612952541802892,0.450426138274866,-1.36082809081751,0.30662463409514,1597,"Mono-2-ethyl-5-carboxypentyl (MECPP)","Phthalates",TRUE,"Diastolic BP","Cardiovascular","continuous",0.700477856905304,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_LBXPFUA","LBXSUA",-0.0598340660950643,0.0440028844342565,-1.35977599796806,0.306903131819108,1589,"PFUA","PFAS",FALSE,"Uric acid","Kidney","continuous",0.700477856905304,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXMHP","log_LBXSAPSI",0.0180242588144062,0.0132588638845165,1.3594120108175,0.306999554569609,1580,"Mono-2-ethylhexyl (MEHP)","Phthalates",TRUE,"Alk Phos (log)","Liver","continuous",0.700477856905304,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_LBXBCD","avg_SBP",0.602115844166342,0.453528102821795,1.32762631559114,0.315564843238956,4729,"Blood cadmium","Heavy metals",FALSE,"Systolic BP","Cardiovascular","continuous",0.717494801469626,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_LBXPFNA","eGFR",1.12898659399786,0.856523358960649,1.31810368297233,0.318187532100293,1591,"PFNA","PFAS",FALSE,"eGFR","Kidney","continuous",0.720928394409055,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_LBXBSE","eGFR",2.3844733857676,1.83708005511633,1.29796923064227,0.323820642435729,4834,"Blood selenium","Heavy metals",FALSE,"eGFR","Kidney","continuous",0.728755624782405,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXMNP","BMXWAIST",1.27365065376013,1.08161873531199,1.17754122795658,0.32389138879218,1618,"Mono-n-butyl phthalate (MnBP)","Phthalates",TRUE,"Waist circumference","Anthropometric","continuous",0.728755624782405,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXP10","avg_DBP",-0.663456338037407,0.517873806427521,-1.28111584290035,0.328628830122437,1626,"1-Hydroxypyrene","PAHs",TRUE,"Diastolic BP","Cardiovascular","continuous",0.732742038160495,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_LBXMPAH","LBXGH",0.04612809444486,0.0361348452309868,1.2765543660141,0.329944976258724,1596,"Me-PFOSA-AcOH","PFAS",FALSE,"HbA1c","Metabolic","continuous",0.732742038160495,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXMNP","log_LBXSAPSI",0.0259381726805093,0.0203395727282079,1.27525651728844,0.330320610272175,1580,"Mono-n-butyl phthalate (MnBP)","Phthalates",TRUE,"Alk Phos (log)","Liver","continuous",0.732742038160495,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXMHNC","BMXBMI",0.304972026399772,0.263872457312639,1.15575543391571,0.331469945163153,1681,"Mono-hydroxyisononyl cyclohexane (MHiNCH)","Phthalates",TRUE,"BMI","Anthropometric","continuous",0.732742038160495,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_LBXPFDE","avg_DBP",0.695715370907479,0.548325601370301,1.26879972258972,0.332197051226022,1514,"PFDeA","PFAS",FALSE,"Diastolic BP","Cardiovascular","continuous",0.732742038160495,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXMCOH","log_LBXSASSI",0.0309006777302435,0.0243776529202986,1.26758215121331,0.332552329790603,1575,"Mono-carboxyisoctyl (MCOP)","Phthalates",TRUE,"AST (log)","Liver","continuous",0.732742038160495,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_LBXPFDE","log_LBXSAPSI",-0.0269107960268958,0.0212889412203113,-1.2640739503391,0.333578551323065,1591,"PFDeA","PFAS",FALSE,"Alk Phos (log)","Liver","continuous",0.732742038160495,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXMEP","log_LBXIN",0.0221161182362301,0.0177669192033308,1.24479196326192,0.339287147055074,765,"Mono-ethyl phthalate (MEP)","Phthalates",TRUE,"Insulin (log)","Metabolic","continuous",0.738029519551855,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXMHBP","log_LBXIN",0.0361600809688935,0.0292656278318093,1.23558193170182,0.34205500741766,765,"Mono-3-hydroxy-n-butyl (MHBP)","Phthalates",TRUE,"Insulin (log)","Metabolic","continuous",0.738029519551855,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXP01","log_LBXIN",0.0275202007930432,0.0222926424660181,1.2344970245225,0.342382819018258,770,"1-Hydroxynaphthalene","PAHs",TRUE,"Insulin (log)","Metabolic","continuous",0.738029519551855,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXMHBP","LBXTC",2.59101308506427,2.1041130345489,1.23140394195588,0.34331946785596,1591,"Mono-3-hydroxy-n-butyl (MHBP)","Phthalates",TRUE,"Total cholesterol","Metabolic","continuous",0.738029519551855,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_LBXMPAH","avg_SBP",0.830444408865885,0.674830272689186,1.23059744423821,0.343564192631209,1514,"Me-PFOSA-AcOH","PFAS",FALSE,"Systolic BP","Cardiovascular","continuous",0.738029519551855,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXMEP","LBXSUA",-0.035121078031037,0.028572181368677,-1.22920534410227,0.343987101514853,1578,"Mono-ethyl phthalate (MEP)","Phthalates",TRUE,"Uric acid","Kidney","continuous",0.738029519551855,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_LBXBSE","log_LBXIN",0.148050104312899,0.120696136644708,1.22663498955822,0.344769581342418,2342,"Blood selenium","Heavy metals",FALSE,"Insulin (log)","Metabolic","continuous",0.738029519551855,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_LBXBPB","eGFR",-0.6334509845097,0.517736554667184,-1.22350059851752,0.345726630075785,4834,"Blood lead","Heavy metals",FALSE,"eGFR","Kidney","continuous",0.738029519551855,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXMHNC","BMXWAIST",0.668722237463897,0.599943047052186,1.11464286610147,0.346259081211133,1618,"Mono-hydroxyisononyl cyclohexane (MHiNCH)","Phthalates",TRUE,"Waist circumference","Anthropometric","continuous",0.738029519551855,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_LBXPFDE","LBXRBCSI",0.0269664600434074,0.0221376583343045,1.21812612861678,0.347375005344623,1595,"PFDeA","PFAS",FALSE,"RBC count","Hematology","continuous",0.738029519551855,1,FALSE,FALSE,FALSE,FALSE,"Positive"
"log_URXMNP","LBXRBCSI",-0.0304359379817984,0.0250774016183827,-1.21367988777145,0.348745730156349,1617,"Mono-n-butyl phthalate (MnBP)","Phthalates",TRUE,"RBC count","Hematology","continuous",0.738520369742856,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_LBXPFNA","PHQ9_total",-0.202040291785692,0.168005066001541,-1.20258452077772,0.352194292640651,1483,"PFNA","PFAS",FALSE,"PHQ-9 depression","Mental health","continuous",0.740084913644362,1,FALSE,FALSE,FALSE,FALSE,"Negative"
"log_URXP06","log_LBXSASSI",-0.0176856245065997,0.0147252775292542,-1.20103845047839,0.352678017269225,1575,"1-Hydroxyphenanthrene","PAHs",TRUE,"AST (log)","Liver","continuous",0.740084913644362,1,FALSE,FALSE,FALSE,FALSE,"Negative"
